"","treatment","jar_id","day","jar_count","replicate"
"2009","14C",3,3,676,9
"2010","14C",3,3,550,10
"2011","14C",3,3,599,11
"2012","14C",3,3,563,12
"2013","14C",3,3,662,13
"2014","14C",3,3,747,14
"2015","14C",3,3,520,15
"2016","14C",3,3,717,16
"2017","14C",3,3,521,17
"2018","14C",3,3,649,18
"2019","14C",3,3,584,19
"2020","14C",3,3,488,20
"2021","14C",3,3,572,21
"2022","14C",3,3,628,22
"2023","14C",3,3,678,23
"2024","14C",3,3,619,24
"2025","14C",3,3,456,25
"2026","14C",3,3,570,26
"2027","14C",3,3,555,27
"2028","14C",3,3,791,28
"2029","14C",3,3,615,29
"2030","14C",3,3,519,30
"2031","14C",3,3,588,31
"2032","14C",3,3,627,32
"2033","14C",3,3,639,33
"2034","14C",3,3,601,34
"2035","14C",3,3,579,35
"2036","14C",3,3,551,36
"2037","14C",3,3,595,37
"2038","14C",3,3,652,38
"2039","14C",3,3,753,39
"2040","14C",3,3,582,40
"2041","14C",3,3,503,41
"2042","14C",3,3,597,42
"2043","14C",3,3,686,43
"2044","14C",3,3,525,44
"2045","14C",3,3,557,45
"2046","14C",3,3,473,46
"2047","14C",3,3,623,47
"2048","14C",3,3,597,48
"2049","14C",3,3,655,49
"2050","14C",3,3,639,50
"2051","14C",3,3,572,51
"2052","14C",3,3,684,52
"2053","14C",3,3,554,53
"2054","14C",3,3,629,54
"2055","14C",3,3,633,55
"2056","14C",3,3,457,56
"2057","14C",3,3,749,57
"2058","14C",3,3,639,58
"2059","14C",3,3,601,59
"2060","14C",3,3,447,60
"2061","14C",3,3,734,61
"2062","14C",3,3,570,62
"2063","14C",3,3,558,63
"2064","14C",3,3,713,64
"2065","14C",3,3,617,65
"2066","14C",3,3,658,66
"2067","14C",3,3,735,67
"2068","14C",3,3,671,68
"2069","14C",3,3,661,69
"2070","14C",3,3,764,70
"2071","14C",3,3,522,71
"2072","14C",3,3,491,72
"2073","14C",3,3,561,73
"2074","14C",3,3,504,74
"2075","14C",3,3,807,75
"2076","14C",3,3,525,76
"2077","14C",3,3,573,77
"2078","14C",3,3,574,78
"2079","14C",3,3,646,79
"2080","14C",3,3,457,80
"2081","14C",3,3,601,81
"2082","14C",3,3,563,82
"2083","14C",3,3,763,83
"2084","14C",3,3,542,84
"2085","14C",3,3,748,85
"2086","14C",3,3,783,86
"2087","14C",3,3,621,87
"2088","14C",3,3,554,88
"2089","14C",3,3,534,89
"2090","14C",3,3,597,90
"2091","14C",3,3,701,91
"2092","14C",3,3,591,92
"2093","14C",3,3,422,93
"2094","14C",3,3,747,94
"2095","14C",3,3,500,95
"2096","14C",3,3,350,96
"2097","14C",3,3,502,97
"2098","14C",3,3,580,98
"2099","14C",3,3,546,99
"2100","14C",3,3,504,100
"2101","14C",4,3,474,1
"2102","14C",4,3,401,2
"2103","14C",4,3,439,3
"2104","14C",4,3,571,4
"2105","14C",4,3,413,5
"2106","14C",4,3,626,6
"2107","14C",4,3,570,7
"2108","14C",4,3,543,8
"2109","14C",4,3,636,9
"2110","14C",4,3,646,10
"2111","14C",4,3,677,11
"2112","14C",4,3,463,12
"2113","14C",4,3,658,13
"2114","14C",4,3,579,14
"2115","14C",4,3,520,15
"2116","14C",4,3,372,16
"2117","14C",4,3,543,17
"2118","14C",4,3,435,18
"2119","14C",4,3,423,19
"2120","14C",4,3,473,20
"2121","14C",4,3,631,21
"2122","14C",4,3,534,22
"2123","14C",4,3,547,23
"2124","14C",4,3,592,24
"2125","14C",4,3,547,25
"2126","14C",4,3,457,26
"2127","14C",4,3,326,27
"2128","14C",4,3,557,28
"2129","14C",4,3,792,29
"2130","14C",4,3,486,30
"2131","14C",4,3,641,31
"2132","14C",4,3,354,32
"2133","14C",4,3,460,33
"2134","14C",4,3,497,34
"2135","14C",4,3,531,35
"2136","14C",4,3,462,36
"2137","14C",4,3,507,37
"2138","14C",4,3,609,38
"2139","14C",4,3,581,39
"2140","14C",4,3,494,40
"2141","14C",4,3,521,41
"2142","14C",4,3,544,42
"2143","14C",4,3,442,43
"2144","14C",4,3,641,44
"2145","14C",4,3,508,45
"2146","14C",4,3,542,46
"2147","14C",4,3,653,47
"2148","14C",4,3,350,48
"2149","14C",4,3,543,49
"2150","14C",4,3,533,50
"2151","14C",4,3,384,51
"2152","14C",4,3,580,52
"2153","14C",4,3,422,53
"2154","14C",4,3,572,54
"2155","14C",4,3,587,55
"2156","14C",4,3,464,56
"2157","14C",4,3,610,57
"2158","14C",4,3,441,58
"2159","14C",4,3,630,59
"2160","14C",4,3,769,60
"2161","14C",4,3,480,61
"2162","14C",4,3,426,62
"2163","14C",4,3,602,63
"2164","14C",4,3,521,64
"2165","14C",4,3,509,65
"2166","14C",4,3,515,66
"2167","14C",4,3,385,67
"2168","14C",4,3,407,68
"2169","14C",4,3,528,69
"2170","14C",4,3,515,70
"2171","14C",4,3,420,71
"2172","14C",4,3,573,72
"2173","14C",4,3,529,73
"2174","14C",4,3,515,74
"2175","14C",4,3,575,75
"2176","14C",4,3,549,76
"2177","14C",4,3,628,77
"2178","14C",4,3,585,78
"2179","14C",4,3,485,79
"2180","14C",4,3,441,80
"2181","14C",4,3,363,81
"2182","14C",4,3,512,82
"2183","14C",4,3,675,83
"2184","14C",4,3,386,84
"2185","14C",4,3,497,85
"2186","14C",4,3,534,86
"2187","14C",4,3,528,87
"2188","14C",4,3,499,88
"2189","14C",4,3,568,89
"2190","14C",4,3,396,90
"2191","14C",4,3,486,91
"2192","14C",4,3,568,92
"2193","14C",4,3,549,93
"2194","14C",4,3,454,94
"2195","14C",4,3,513,95
"2196","14C",4,3,502,96
"2197","14C",4,3,472,97
"2198","14C",4,3,502,98
"2199","14C",4,3,279,99
"2200","14C",4,3,461,100
"2201","14C",5,3,758,1
"2202","14C",5,3,663,2
"2203","14C",5,3,752,3
"2204","14C",5,3,568,4
"2205","14C",5,3,685,5
"2206","14C",5,3,715,6
"2207","14C",5,3,607,7
"2208","14C",5,3,647,8
"2209","14C",5,3,620,9
"2210","14C",5,3,578,10
"2211","14C",5,3,455,11
"2212","14C",5,3,646,12
"2213","14C",5,3,529,13
"2214","14C",5,3,537,14
"2215","14C",5,3,675,15
"2216","14C",5,3,651,16
"2217","14C",5,3,491,17
"2218","14C",5,3,781,18
"2219","14C",5,3,517,19
"2220","14C",5,3,492,20
"2221","14C",5,3,660,21
"2222","14C",5,3,586,22
"2223","14C",5,3,585,23
"2224","14C",5,3,666,24
"2225","14C",5,3,569,25
"2226","14C",5,3,673,26
"2227","14C",5,3,670,27
"2228","14C",5,3,641,28
"2229","14C",5,3,557,29
"2230","14C",5,3,680,30
"2231","14C",5,3,464,31
"2232","14C",5,3,521,32
"2233","14C",5,3,640,33
"2234","14C",5,3,491,34
"2235","14C",5,3,523,35
"2236","14C",5,3,501,36
"2237","14C",5,3,757,37
"2238","14C",5,3,590,38
"2239","14C",5,3,754,39
"2240","14C",5,3,617,40
"2241","14C",5,3,619,41
"2242","14C",5,3,742,42
"2243","14C",5,3,358,43
"2244","14C",5,3,563,44
"2245","14C",5,3,700,45
"2246","14C",5,3,590,46
"2247","14C",5,3,582,47
"2248","14C",5,3,532,48
"2249","14C",5,3,499,49
"2250","14C",5,3,667,50
"2251","14C",5,3,545,51
"2252","14C",5,3,561,52
"2253","14C",5,3,620,53
"2254","14C",5,3,592,54
"2255","14C",5,3,515,55
"2256","14C",5,3,604,56
"2257","14C",5,3,569,57
"2258","14C",5,3,557,58
"2259","14C",5,3,548,59
"2260","14C",5,3,511,60
"2261","14C",5,3,769,61
"2262","14C",5,3,737,62
"2263","14C",5,3,634,63
"2264","14C",5,3,646,64
"2265","14C",5,3,636,65
"2266","14C",5,3,609,66
"2267","14C",5,3,774,67
"2268","14C",5,3,588,68
"2269","14C",5,3,784,69
"2270","14C",5,3,651,70
"2271","14C",5,3,561,71
"2272","14C",5,3,525,72
"2273","14C",5,3,595,73
"2274","14C",5,3,608,74
"2275","14C",5,3,533,75
"2276","14C",5,3,689,76
"2277","14C",5,3,702,77
"2278","14C",5,3,613,78
"2279","14C",5,3,578,79
"2280","14C",5,3,650,80
"2281","14C",5,3,538,81
"2282","14C",5,3,674,82
"2283","14C",5,3,725,83
"2284","14C",5,3,454,84
"2285","14C",5,3,579,85
"2286","14C",5,3,532,86
"2287","14C",5,3,647,87
"2288","14C",5,3,660,88
"2289","14C",5,3,698,89
"2290","14C",5,3,475,90
"2291","14C",5,3,638,91
"2292","14C",5,3,797,92
"2293","14C",5,3,537,93
"2294","14C",5,3,640,94
"2295","14C",5,3,723,95
"2296","14C",5,3,494,96
"2297","14C",5,3,651,97
"2298","14C",5,3,671,98
"2299","14C",5,3,493,99
"2300","14C",5,3,671,100
"2301","14C",6,3,569,1
"2302","14C",6,3,698,2
"2303","14C",6,3,432,3
"2304","14C",6,3,499,4
"2305","14C",6,3,625,5
"2306","14C",6,3,620,6
"2307","14C",6,3,741,7
"2308","14C",6,3,641,8
"2309","14C",6,3,494,9
"2310","14C",6,3,674,10
"2311","14C",6,3,694,11
"2312","14C",6,3,637,12
"2313","14C",6,3,576,13
"2314","14C",6,3,714,14
"2315","14C",6,3,748,15
"2316","14C",6,3,515,16
"2317","14C",6,3,681,17
"2318","14C",6,3,465,18
"2319","14C",6,3,651,19
"2320","14C",6,3,752,20
"2321","14C",6,3,397,21
"2322","14C",6,3,682,22
"2323","14C",6,3,527,23
"2324","14C",6,3,562,24
"2325","14C",6,3,611,25
"2326","14C",6,3,534,26
"2327","14C",6,3,601,27
"2328","14C",6,3,531,28
"2329","14C",6,3,427,29
"2330","14C",6,3,755,30
"2331","14C",6,3,667,31
"2332","14C",6,3,693,32
"2333","14C",6,3,707,33
"2334","14C",6,3,546,34
"2335","14C",6,3,606,35
"2336","14C",6,3,500,36
"2337","14C",6,3,624,37
"2338","14C",6,3,606,38
"2339","14C",6,3,643,39
"2340","14C",6,3,583,40
"2341","14C",6,3,525,41
"2342","14C",6,3,765,42
"2343","14C",6,3,670,43
"2344","14C",6,3,681,44
"2345","14C",6,3,693,45
"2346","14C",6,3,585,46
"2347","14C",6,3,723,47
"2348","14C",6,3,420,48
"2349","14C",6,3,416,49
"2350","14C",6,3,652,50
"2351","14C",6,3,773,51
"2352","14C",6,3,615,52
"2353","14C",6,3,531,53
"2354","14C",6,3,540,54
"2355","14C",6,3,659,55
"2356","14C",6,3,695,56
"2357","14C",6,3,611,57
"2358","14C",6,3,684,58
"2359","14C",6,3,734,59
"2360","14C",6,3,586,60
"2361","14C",6,3,623,61
"2362","14C",6,3,545,62
"2363","14C",6,3,687,63
"2364","14C",6,3,508,64
"2365","14C",6,3,642,65
"2366","14C",6,3,605,66
"2367","14C",6,3,523,67
"2368","14C",6,3,641,68
"2369","14C",6,3,490,69
"2370","14C",6,3,674,70
"2371","14C",6,3,659,71
"2372","14C",6,3,568,72
"2373","14C",6,3,577,73
"2374","14C",6,3,530,74
"2375","14C",6,3,650,75
"2376","14C",6,3,754,76
"2377","14C",6,3,679,77
"2378","14C",6,3,705,78
"2379","14C",6,3,577,79
"2380","14C",6,3,575,80
"2381","14C",6,3,820,81
"2382","14C",6,3,563,82
"2383","14C",6,3,547,83
"2384","14C",6,3,525,84
"2385","14C",6,3,547,85
"2386","14C",6,3,465,86
"2387","14C",6,3,637,87
"2388","14C",6,3,485,88
"2389","14C",6,3,702,89
"2390","14C",6,3,520,90
"2391","14C",6,3,680,91
"2392","14C",6,3,499,92
"2393","14C",6,3,622,93
"2394","14C",6,3,603,94
"2395","14C",6,3,594,95
"2396","14C",6,3,757,96
"2397","14C",6,3,664,97
"2398","14C",6,3,517,98
"2399","14C",6,3,574,99
"2400","14C",6,3,528,100
"2401","20C",1,5,418,1
"2402","20C",1,5,497,2
"2403","20C",1,5,494,3
"2404","20C",1,5,704,4
"2405","20C",1,5,449,5
"2406","20C",1,5,654,6
"2407","20C",1,5,463,7
"2408","20C",1,5,467,8
"2409","20C",1,5,436,9
"2410","20C",1,5,516,10
"2411","20C",1,5,407,11
"2412","20C",1,5,562,12
"2413","20C",1,5,385,13
"2414","20C",1,5,402,14
"2415","20C",1,5,594,15
"2416","20C",1,5,381,16
"2417","20C",1,5,395,17
"2418","20C",1,5,468,18
"2419","20C",1,5,426,19
"2420","20C",1,5,478,20
"2421","20C",1,5,533,21
"2422","20C",1,5,438,22
"2423","20C",1,5,361,23
"2424","20C",1,5,645,24
"2425","20C",1,5,414,25
"2426","20C",1,5,512,26
"2427","20C",1,5,620,27
"2428","20C",1,5,647,28
"2429","20C",1,5,429,29
"2430","20C",1,5,404,30
"2431","20C",1,5,424,31
"2432","20C",1,5,478,32
"2433","20C",1,5,377,33
"2434","20C",1,5,344,34
"2435","20C",1,5,532,35
"2436","20C",1,5,535,36
"2437","20C",1,5,449,37
"2438","20C",1,5,460,38
"2439","20C",1,5,422,39
"2440","20C",1,5,516,40
"2441","20C",1,5,484,41
"2442","20C",1,5,468,42
"2443","20C",1,5,531,43
"2444","20C",1,5,323,44
"2445","20C",1,5,607,45
"2446","20C",1,5,330,46
"2447","20C",1,5,395,47
"2448","20C",1,5,477,48
"2449","20C",1,5,610,49
"2450","20C",1,5,434,50
"2451","20C",1,5,484,51
"2452","20C",1,5,443,52
"2453","20C",1,5,536,53
"2454","20C",1,5,662,54
"2455","20C",1,5,504,55
"2456","20C",1,5,558,56
"2457","20C",1,5,518,57
"2458","20C",1,5,487,58
"2459","20C",1,5,464,59
"2460","20C",1,5,525,60
"2461","20C",1,5,493,61
"2462","20C",1,5,554,62
"2463","20C",1,5,582,63
"2464","20C",1,5,548,64
"2465","20C",1,5,544,65
"2466","20C",1,5,472,66
"2467","20C",1,5,451,67
"2468","20C",1,5,433,68
"2469","20C",1,5,451,69
"2470","20C",1,5,522,70
"2471","20C",1,5,455,71
"2472","20C",1,5,535,72
"2473","20C",1,5,337,73
"2474","20C",1,5,372,74
"2475","20C",1,5,520,75
"2476","20C",1,5,532,76
"2477","20C",1,5,461,77
"2478","20C",1,5,450,78
"2479","20C",1,5,572,79
"2480","20C",1,5,527,80
"2481","20C",1,5,621,81
"2482","20C",1,5,481,82
"2483","20C",1,5,463,83
"2484","20C",1,5,404,84
"2485","20C",1,5,627,85
"2486","20C",1,5,468,86
"2487","20C",1,5,427,87
"2488","20C",1,5,570,88
"2489","20C",1,5,508,89
"2490","20C",1,5,396,90
"2491","20C",1,5,525,91
"2492","20C",1,5,295,92
"2493","20C",1,5,478,93
"2494","20C",1,5,450,94
"2495","20C",1,5,558,95
"2496","20C",1,5,464,96
"2497","20C",1,5,628,97
"2498","20C",1,5,499,98
"2499","20C",1,5,500,99
"2500","20C",1,5,611,100
"2501","20C",2,5,613,1
"2502","20C",2,5,776,2
"2503","20C",2,5,656,3
"2504","20C",2,5,616,4
"2505","20C",2,5,707,5
"2506","20C",2,5,776,6
"2507","20C",2,5,749,7
"2508","20C",2,5,610,8
"2509","20C",2,5,789,9
"2510","20C",2,5,772,10
"2511","20C",2,5,715,11
"2512","20C",2,5,998,12
"2513","20C",2,5,553,13
"2514","20C",2,5,862,14
"2515","20C",2,5,698,15
"2516","20C",2,5,691,16
"2517","20C",2,5,911,17
"2518","20C",2,5,782,18
"2519","20C",2,5,892,19
"2520","20C",2,5,691,20
"2521","20C",2,5,730,21
"2522","20C",2,5,637,22
"2523","20C",2,5,786,23
"2524","20C",2,5,839,24
"2525","20C",2,5,629,25
"2526","20C",2,5,855,26
"2527","20C",2,5,954,27
"2528","20C",2,5,823,28
"2529","20C",2,5,875,29
"2530","20C",2,5,845,30
"2531","20C",2,5,846,31
"2532","20C",2,5,693,32
"2533","20C",2,5,597,33
"2534","20C",2,5,977,34
"2535","20C",2,5,760,35
"2536","20C",2,5,792,36
"2537","20C",2,5,693,37
"2538","20C",2,5,733,38
"2539","20C",2,5,800,39
"2540","20C",2,5,717,40
"2541","20C",2,5,792,41
"2542","20C",2,5,844,42
"2543","20C",2,5,842,43
"2544","20C",2,5,728,44
"2545","20C",2,5,726,45
"2546","20C",2,5,842,46
"2547","20C",2,5,849,47
"2548","20C",2,5,856,48
"2549","20C",2,5,773,49
"2550","20C",2,5,936,50
"2551","20C",2,5,936,51
"2552","20C",2,5,831,52
"2553","20C",2,5,769,53
"2554","20C",2,5,628,54
"2555","20C",2,5,913,55
"2556","20C",2,5,671,56
"2557","20C",2,5,826,57
"2558","20C",2,5,838,58
"2559","20C",2,5,736,59
"2560","20C",2,5,732,60
"2561","20C",2,5,677,61
"2562","20C",2,5,745,62
"2563","20C",2,5,765,63
"2564","20C",2,5,953,64
"2565","20C",2,5,685,65
"2566","20C",2,5,763,66
"2567","20C",2,5,767,67
"2568","20C",2,5,817,68
"2569","20C",2,5,626,69
"2570","20C",2,5,998,70
"2571","20C",2,5,848,71
"2572","20C",2,5,791,72
"2573","20C",2,5,1107,73
"2574","20C",2,5,787,74
"2575","20C",2,5,782,75
"2576","20C",2,5,1078,76
"2577","20C",2,5,849,77
"2578","20C",2,5,1037,78
"2579","20C",2,5,793,79
"2580","20C",2,5,803,80
"2581","20C",2,5,1071,81
"2582","20C",2,5,692,82
"2583","20C",2,5,790,83
"2584","20C",2,5,726,84
"2585","20C",2,5,838,85
"2586","20C",2,5,1032,86
"2587","20C",2,5,609,87
"2588","20C",2,5,867,88
"2589","20C",2,5,902,89
"2590","20C",2,5,945,90
"2591","20C",2,5,869,91
"2592","20C",2,5,756,92
"2593","20C",2,5,875,93
"2594","20C",2,5,809,94
"2595","20C",2,5,730,95
"2596","20C",2,5,755,96
"2597","20C",2,5,740,97
"2598","20C",2,5,838,98
"2599","20C",2,5,655,99
"2600","20C",2,5,1118,100
"2601","20C",3,5,768,1
"2602","20C",3,5,767,2
"2603","20C",3,5,802,3
"2604","20C",3,5,769,4
"2605","20C",3,5,746,5
"2606","20C",3,5,874,6
"2607","20C",3,5,685,7
"2608","20C",3,5,799,8
"2609","20C",3,5,963,9
"2610","20C",3,5,693,10
"2611","20C",3,5,895,11
"2612","20C",3,5,678,12
"2613","20C",3,5,829,13
"2614","20C",3,5,787,14
"2615","20C",3,5,713,15
"2616","20C",3,5,819,16
"2617","20C",3,5,650,17
"2618","20C",3,5,665,18
"2619","20C",3,5,821,19
"2620","20C",3,5,844,20
"2621","20C",3,5,845,21
"2622","20C",3,5,632,22
"2623","20C",3,5,810,23
"2624","20C",3,5,897,24
"2625","20C",3,5,675,25
"2626","20C",3,5,764,26
"2627","20C",3,5,725,27
"2628","20C",3,5,675,28
"2629","20C",3,5,835,29
"2630","20C",3,5,727,30
"2631","20C",3,5,717,31
"2632","20C",3,5,692,32
"2633","20C",3,5,792,33
"2634","20C",3,5,660,34
"2635","20C",3,5,743,35
"2636","20C",3,5,878,36
"2637","20C",3,5,750,37
"2638","20C",3,5,801,38
"2639","20C",3,5,837,39
"2640","20C",3,5,836,40
"2641","20C",3,5,686,41
"2642","20C",3,5,742,42
"2643","20C",3,5,783,43
"2644","20C",3,5,1142,44
"2645","20C",3,5,675,45
"2646","20C",3,5,795,46
"2647","20C",3,5,818,47
"2648","20C",3,5,911,48
"2649","20C",3,5,807,49
"2650","20C",3,5,706,50
"2651","20C",3,5,956,51
"2652","20C",3,5,696,52
"2653","20C",3,5,953,53
"2654","20C",3,5,838,54
"2655","20C",3,5,929,55
"2656","20C",3,5,898,56
"2657","20C",3,5,870,57
"2658","20C",3,5,775,58
"2659","20C",3,5,719,59
"2660","20C",3,5,814,60
"2661","20C",3,5,705,61
"2662","20C",3,5,860,62
"2663","20C",3,5,871,63
"2664","20C",3,5,902,64
"2665","20C",3,5,752,65
"2666","20C",3,5,880,66
"2667","20C",3,5,689,67
"2668","20C",3,5,760,68
"2669","20C",3,5,677,69
"2670","20C",3,5,939,70
"2671","20C",3,5,1012,71
"2672","20C",3,5,641,72
"2673","20C",3,5,695,73
"2674","20C",3,5,611,74
"2675","20C",3,5,701,75
"2676","20C",3,5,624,76
"2677","20C",3,5,730,77
"2678","20C",3,5,725,78
"2679","20C",3,5,749,79
"2680","20C",3,5,730,80
"2681","20C",3,5,967,81
"2682","20C",3,5,940,82
"2683","20C",3,5,720,83
"2684","20C",3,5,859,84
"2685","20C",3,5,778,85
"2686","20C",3,5,920,86
"2687","20C",3,5,926,87
"2688","20C",3,5,611,88
"2689","20C",3,5,727,89
"2690","20C",3,5,850,90
"2691","20C",3,5,704,91
"2692","20C",3,5,768,92
"2693","20C",3,5,876,93
"2694","20C",3,5,766,94
"2695","20C",3,5,677,95
"2696","20C",3,5,794,96
"2697","20C",3,5,813,97
"2698","20C",3,5,954,98
"2699","20C",3,5,656,99
"2700","20C",3,5,1053,100
"2701","20C",4,5,654,1
"2702","20C",4,5,575,2
"2703","20C",4,5,521,3
"2704","20C",4,5,498,4
"2705","20C",4,5,541,5
"2706","20C",4,5,515,6
"2707","20C",4,5,567,7
"2708","20C",4,5,615,8
"2709","20C",4,5,467,9
"2710","20C",4,5,635,10
"2711","20C",4,5,666,11
"2712","20C",4,5,638,12
"2713","20C",4,5,701,13
"2714","20C",4,5,605,14
"2715","20C",4,5,525,15
"2716","20C",4,5,529,16
"2717","20C",4,5,503,17
"2718","20C",4,5,676,18
"2719","20C",4,5,734,19
"2720","20C",4,5,491,20
"2721","20C",4,5,583,21
"2722","20C",4,5,524,22
"2723","20C",4,5,626,23
"2724","20C",4,5,903,24
"2725","20C",4,5,769,25
"2726","20C",4,5,793,26
"2727","20C",4,5,644,27
"2728","20C",4,5,759,28
"2729","20C",4,5,509,29
"2730","20C",4,5,520,30
"2731","20C",4,5,550,31
"2732","20C",4,5,581,32
"2733","20C",4,5,641,33
"2734","20C",4,5,658,34
"2735","20C",4,5,675,35
"2736","20C",4,5,516,36
"2737","20C",4,5,660,37
"2738","20C",4,5,637,38
"2739","20C",4,5,539,39
"2740","20C",4,5,510,40
"2741","20C",4,5,691,41
"2742","20C",4,5,770,42
"2743","20C",4,5,490,43
"2744","20C",4,5,520,44
"2745","20C",4,5,500,45
"2746","20C",4,5,604,46
"2747","20C",4,5,559,47
"2748","20C",4,5,540,48
"2749","20C",4,5,682,49
"2750","20C",4,5,695,50
"2751","20C",4,5,598,51
"2752","20C",4,5,470,52
"2753","20C",4,5,658,53
"2754","20C",4,5,499,54
"2755","20C",4,5,526,55
"2756","20C",4,5,862,56
"2757","20C",4,5,635,57
"2758","20C",4,5,701,58
"2759","20C",4,5,633,59
"2760","20C",4,5,694,60
"2761","20C",4,5,571,61
"2762","20C",4,5,589,62
"2763","20C",4,5,654,63
"2764","20C",4,5,611,64
"2765","20C",4,5,519,65
"2766","20C",4,5,720,66
"2767","20C",4,5,741,67
"2768","20C",4,5,541,68
"2769","20C",4,5,480,69
"2770","20C",4,5,544,70
"2771","20C",4,5,485,71
"2772","20C",4,5,603,72
"2773","20C",4,5,831,73
"2774","20C",4,5,550,74
"2775","20C",4,5,709,75
"2776","20C",4,5,511,76
"2777","20C",4,5,628,77
"2778","20C",4,5,505,78
"2779","20C",4,5,704,79
"2780","20C",4,5,565,80
"2781","20C",4,5,550,81
"2782","20C",4,5,752,82
"2783","20C",4,5,668,83
"2784","20C",4,5,649,84
"2785","20C",4,5,643,85
"2786","20C",4,5,679,86
"2787","20C",4,5,789,87
"2788","20C",4,5,739,88
"2789","20C",4,5,568,89
"2790","20C",4,5,551,90
"2791","20C",4,5,497,91
"2792","20C",4,5,612,92
"2793","20C",4,5,588,93
"2794","20C",4,5,478,94
"2795","20C",4,5,429,95
"2796","20C",4,5,569,96
"2797","20C",4,5,600,97
"2798","20C",4,5,526,98
"2799","20C",4,5,609,99
"2800","20C",4,5,606,100
"2801","20C",5,5,551,1
"2802","20C",5,5,563,2
"2803","20C",5,5,600,3
"2804","20C",5,5,776,4
"2805","20C",5,5,451,5
"2806","20C",5,5,722,6
"2807","20C",5,5,432,7
"2808","20C",5,5,582,8
"2809","20C",5,5,604,9
"2810","20C",5,5,723,10
"2811","20C",5,5,587,11
"2812","20C",5,5,643,12
"2813","20C",5,5,528,13
"2814","20C",5,5,588,14
"2815","20C",5,5,535,15
"2816","20C",5,5,517,16
"2817","20C",5,5,608,17
"2818","20C",5,5,595,18
"2819","20C",5,5,711,19
"2820","20C",5,5,602,20
"2821","20C",5,5,738,21
"2822","20C",5,5,677,22
"2823","20C",5,5,671,23
"2824","20C",5,5,623,24
"2825","20C",5,5,626,25
"2826","20C",5,5,618,26
"2827","20C",5,5,617,27
"2828","20C",5,5,629,28
"2829","20C",5,5,559,29
"2830","20C",5,5,639,30
"2831","20C",5,5,690,31
"2832","20C",5,5,653,32
"2833","20C",5,5,581,33
"2834","20C",5,5,771,34
"2835","20C",5,5,616,35
"2836","20C",5,5,733,36
"2837","20C",5,5,631,37
"2838","20C",5,5,620,38
"2839","20C",5,5,564,39
"2840","20C",5,5,613,40
"2841","20C",5,5,722,41
"2842","20C",5,5,567,42
"2843","20C",5,5,800,43
"2844","20C",5,5,623,44
"2845","20C",5,5,591,45
"2846","20C",5,5,724,46
"2847","20C",5,5,833,47
"2848","20C",5,5,470,48
"2849","20C",5,5,610,49
"2850","20C",5,5,629,50
"2851","20C",5,5,442,51
"2852","20C",5,5,647,52
"2853","20C",5,5,600,53
"2854","20C",5,5,650,54
"2855","20C",5,5,609,55
"2856","20C",5,5,754,56
"2857","20C",5,5,473,57
"2858","20C",5,5,576,58
"2859","20C",5,5,572,59
"2860","20C",5,5,722,60
"2861","20C",5,5,522,61
"2862","20C",5,5,698,62
"2863","20C",5,5,538,63
"2864","20C",5,5,580,64
"2865","20C",5,5,591,65
"2866","20C",5,5,762,66
"2867","20C",5,5,749,67
"2868","20C",5,5,642,68
"2869","20C",5,5,758,69
"2870","20C",5,5,522,70
"2871","20C",5,5,464,71
"2872","20C",5,5,722,72
"2873","20C",5,5,520,73
"2874","20C",5,5,624,74
"2875","20C",5,5,531,75
"2876","20C",5,5,656,76
"2877","20C",5,5,670,77
"2878","20C",5,5,485,78
"2879","20C",5,5,754,79
"2880","20C",5,5,636,80
"2881","20C",5,5,528,81
"2882","20C",5,5,542,82
"2883","20C",5,5,797,83
"2884","20C",5,5,477,84
"2885","20C",5,5,517,85
"2886","20C",5,5,639,86
"2887","20C",5,5,710,87
"2888","20C",5,5,640,88
"2889","20C",5,5,717,89
"2890","20C",5,5,745,90
"2891","20C",5,5,701,91
"2892","20C",5,5,621,92
"2893","20C",5,5,483,93
"2894","20C",5,5,832,94
"2895","20C",5,5,533,95
"2896","20C",5,5,536,96
"2897","20C",5,5,711,97
"2898","20C",5,5,513,98
"2899","20C",5,5,663,99
"2900","20C",5,5,755,100
"2901","20C",6,5,523,1
"2902","20C",6,5,631,2
"2903","20C",6,5,647,3
"2904","20C",6,5,554,4
"2905","20C",6,5,479,5
"2906","20C",6,5,423,6
"2907","20C",6,5,493,7
"2908","20C",6,5,455,8
"2909","20C",6,5,535,9
"2910","20C",6,5,495,10
"2911","20C",6,5,517,11
"2912","20C",6,5,507,12
"2913","20C",6,5,498,13
"2914","20C",6,5,498,14
"2915","20C",6,5,675,15
"2916","20C",6,5,382,16
"2917","20C",6,5,665,17
"2918","20C",6,5,585,18
"2919","20C",6,5,435,19
"2920","20C",6,5,536,20
"2921","20C",6,5,506,21
"2922","20C",6,5,498,22
"2923","20C",6,5,536,23
"2924","20C",6,5,645,24
"2925","20C",6,5,450,25
"2926","20C",6,5,630,26
"2927","20C",6,5,467,27
"2928","20C",6,5,579,28
"2929","20C",6,5,667,29
"2930","20C",6,5,466,30
"2931","20C",6,5,430,31
"2932","20C",6,5,479,32
"2933","20C",6,5,513,33
"2934","20C",6,5,472,34
"2935","20C",6,5,581,35
"2936","20C",6,5,414,36
"2937","20C",6,5,581,37
"2938","20C",6,5,526,38
"2939","20C",6,5,634,39
