"","day","raw_count","sim_count","jar_id","rep_id","treatment","site"
"1309",1,53,1018,42,4,"14C","14C"
"1310",4,33,477,42,4,"14C","14C"
"1311",7,25,343,42,4,"14C","14C"
"1312",10,16,332,42,4,"14C","14C"
"1313",12,16,239,42,4,"14C","14C"
"1314",14,10,124,42,4,"14C","14C"
"1315",1,53,899,42,5,"14C","14C"
"1316",4,33,537,42,5,"14C","14C"
"1317",7,25,450,42,5,"14C","14C"
"1318",10,16,236,42,5,"14C","14C"
"1319",12,16,158,42,5,"14C","14C"
"1320",14,10,129,42,5,"14C","14C"
"1321",1,37,500,43,1,"20C","20C"
"1322",4,29,500,43,1,"20C","20C"
"1323",7,15,341,43,1,"20C","20C"
"1324",10,17,340,43,1,"20C","20C"
"1325",12,21,301,43,1,"20C","20C"
"1326",14,21,230,43,1,"20C","20C"
"1327",1,37,581,43,2,"20C","20C"
"1328",4,29,441,43,2,"20C","20C"
"1329",7,15,354,43,2,"20C","20C"
"1330",10,17,316,43,2,"20C","20C"
"1331",12,21,263,43,2,"20C","20C"
"1332",14,21,259,43,2,"20C","20C"
"1333",1,37,501,43,3,"20C","20C"
"1334",4,29,365,43,3,"20C","20C"
"1335",7,15,330,43,3,"20C","20C"
"1336",10,17,316,43,3,"20C","20C"
"1337",12,21,305,43,3,"20C","20C"
"1338",14,21,290,43,3,"20C","20C"
"1339",1,37,724,43,4,"20C","20C"
"1340",4,29,571,43,4,"20C","20C"
"1341",7,15,380,43,4,"20C","20C"
"1342",10,17,282,43,4,"20C","20C"
"1343",12,21,280,43,4,"20C","20C"
"1344",14,21,235,43,4,"20C","20C"
"1345",1,37,620,43,5,"20C","20C"
"1346",4,29,575,43,5,"20C","20C"
"1347",7,15,381,43,5,"20C","20C"
"1348",10,17,341,43,5,"20C","20C"
"1349",12,21,339,43,5,"20C","20C"
"1350",14,21,291,43,5,"20C","20C"
"1351",1,32,606,44,1,"20C","20C"
"1352",4,27,490,44,1,"20C","20C"
"1353",7,28,483,44,1,"20C","20C"
"1354",10,30,459,44,1,"20C","20C"
"1355",12,20,371,44,1,"20C","20C"
"1356",14,15,322,44,1,"20C","20C"
"1357",1,32,587,44,2,"20C","20C"
"1358",4,27,551,44,2,"20C","20C"
"1359",7,28,495,44,2,"20C","20C"
"1360",10,30,465,44,2,"20C","20C"
"1361",12,20,286,44,2,"20C","20C"
"1362",14,15,264,44,2,"20C","20C"
"1363",1,32,548,44,3,"20C","20C"
"1364",4,27,515,44,3,"20C","20C"
"1365",7,28,427,44,3,"20C","20C"
"1366",10,30,342,44,3,"20C","20C"
"1367",12,20,312,44,3,"20C","20C"
"1368",14,15,198,44,3,"20C","20C"
"1369",1,32,548,44,4,"20C","20C"
"1370",4,27,520,44,4,"20C","20C"
"1371",7,28,474,44,4,"20C","20C"
"1372",10,30,409,44,4,"20C","20C"
"1373",12,20,326,44,4,"20C","20C"
"1374",14,15,201,44,4,"20C","20C"
"1375",1,32,796,44,5,"20C","20C"
"1376",4,27,620,44,5,"20C","20C"
"1377",7,28,508,44,5,"20C","20C"
"1378",10,30,435,44,5,"20C","20C"
"1379",12,20,330,44,5,"20C","20C"
"1380",14,15,182,44,5,"20C","20C"
"1381",1,40,656,46,1,"20C","20C"
"1382",4,36,634,46,1,"20C","20C"
"1383",7,33,493,46,1,"20C","20C"
"1384",10,26,460,46,1,"20C","20C"
"1385",12,23,382,46,1,"20C","20C"
"1386",14,22,357,46,1,"20C","20C"
"1387",1,40,800,46,2,"20C","20C"
"1388",4,36,710,46,2,"20C","20C"
"1389",7,33,702,46,2,"20C","20C"
"1390",10,26,589,46,2,"20C","20C"
"1391",12,23,338,46,2,"20C","20C"
"1392",14,22,297,46,2,"20C","20C"
"1393",1,40,772,46,3,"20C","20C"
"1394",4,36,729,46,3,"20C","20C"
"1395",7,33,690,46,3,"20C","20C"
"1396",10,26,436,46,3,"20C","20C"
"1397",12,23,426,46,3,"20C","20C"
"1398",14,22,399,46,3,"20C","20C"
"1399",1,40,613,46,4,"20C","20C"
"1400",4,36,611,46,4,"20C","20C"
"1401",7,33,561,46,4,"20C","20C"
"1402",10,26,441,46,4,"20C","20C"
"1403",12,23,381,46,4,"20C","20C"
"1404",14,22,188,46,4,"20C","20C"
"1405",1,40,886,46,5,"20C","20C"
"1406",4,36,538,46,5,"20C","20C"
"1407",7,33,521,46,5,"20C","20C"
"1408",10,26,472,46,5,"20C","20C"
"1409",12,23,413,46,5,"20C","20C"
"1410",14,22,391,46,5,"20C","20C"
"1411",1,56,821,47,1,"20C","20C"
"1412",4,45,675,47,1,"20C","20C"
"1413",7,27,486,47,1,"20C","20C"
"1414",10,31,431,47,1,"20C","20C"
"1415",12,20,362,47,1,"20C","20C"
"1416",14,21,314,47,1,"20C","20C"
"1417",1,56,1018,47,2,"20C","20C"
"1418",4,45,632,47,2,"20C","20C"
"1419",7,27,623,47,2,"20C","20C"
"1420",10,31,471,47,2,"20C","20C"
"1421",12,20,369,47,2,"20C","20C"
"1422",14,21,240,47,2,"20C","20C"
"1423",1,56,871,47,3,"20C","20C"
"1424",4,45,802,47,3,"20C","20C"
"1425",7,27,520,47,3,"20C","20C"
"1426",10,31,441,47,3,"20C","20C"
"1427",12,20,366,47,3,"20C","20C"
"1428",14,21,208,47,3,"20C","20C"
"1429",1,56,801,47,4,"20C","20C"
"1430",4,45,703,47,4,"20C","20C"
"1431",7,27,680,47,4,"20C","20C"
"1432",10,31,467,47,4,"20C","20C"
"1433",12,20,317,47,4,"20C","20C"
"1434",14,21,313,47,4,"20C","20C"
"1435",1,56,741,47,5,"20C","20C"
"1436",4,45,691,47,5,"20C","20C"
"1437",7,27,556,47,5,"20C","20C"
"1438",10,31,494,47,5,"20C","20C"
"1439",12,20,384,47,5,"20C","20C"
"1440",14,21,380,47,5,"20C","20C"
